Player, Salary in $ ,Year,Team
Andrew DeClercq,"$1,920,000.00 ",2000,ORL
Andrew DeClercq,"$2,900,000.00 ",2001,ORL
Andrew DeClercq,"$3,262,500.00 ",2002,ORL
Andrew DeClercq,"$2,500,000.00 ",2003,ORL
Andrew DeClercq,"$2,500,000.00 ",2004,ORL
Andrew Gaze,"$460,000.00 ",1999,SAS
Andrew Goudelock,"$473,604.00 ",2011,LAL
Andrew Goudelock,"$200,600.00 ",2015,HOU
Andrew Harrison,"$945,000.00 ",2016,MEM
Andrew Harrison,"$1,312,611.00 ",2017,MEM
Andrew Lang,"$600,000.00 ",1990,PHO
Andrew Lang,"$700,000.00 ",1991,PHO
Andrew Lang,"$1,040,000.00 ",1992,PHI
Andrew Lang,"$1,228,000.00 ",1993,ATL
Andrew Lang,"$1,596,000.00 ",1994,ATL
Andrew Lang,"$1,964,000.00 ",1995,ATL
Andrew Lang,"$2,332,000.00 ",1996,MIL
Andrew Lang,"$2,700,000.00 ",1997,MIL
Andrew Lang,"$3,068,000.00 ",1998,CHI
Andrew Nicholson,"$1,418,160.00 ",2012,ORL
Andrew Nicholson,"$1,482,000.00 ",2013,ORL
Andrew Nicholson,"$1,545,840.00 ",2014,ORL
Andrew Nicholson,"$2,380,594.00 ",2015,ORL
Andrew Nicholson,"$6,088,993.00 ",2016,NJN
Andrew Nicholson,"$2,844,429.00 ",2017,POR
Andrew Toney,"$450,000.00 ",1991,PHI
Andrew Wiggins,"$5,510,640.00 ",2014,MIN
Andrew Wiggins,"$5,758,680.00 ",2015,MIN
Andrew Wiggins,"$6,006,600.00 ",2016,MIN
Andrew Wiggins,"$7,574,322.00 ",2017,MIN
Andris Biedrins,"$1,727,760.00 ",2004,GSW
Andris Biedrins,"$1,857,360.00 ",2005,GSW
Andris Biedrins,"$1,986,960.00 ",2006,GSW
Andris Biedrins,"$2,636,696.00 ",2007,GSW
Andris Biedrins,"$9,000,000.00 ",2009,GSW
Andris Biedrins,"$9,000,000.00 ",2010,GSW
Andris Biedrins,"$9,000,000.00 ",2011,GSW
Andris Biedrins,"$9,000,000.00 ",2012,GSW
Andris Biedrins,"$9,000,000.00 ",2013,UTA
Andy Panko,"$5,000.00 ",1999,LAL
Andy Rautins,"$600,000.00 ",2010,NYK
Andy Rautins,"$788,872.00 ",2011,DAL
Andy Toolson,"$120,000.00 ",1990,UTA
Andy Toolson,"$250,000.00 ",1991,UTA
Andy Toolson,"$310,000.00 ",1995,UTA
Anfernee Hardaway,"$1,244,000.00 ",1993,ORL
Anfernee Hardaway,"$5,230,000.00 ",1995,ORL
Anfernee Hardaway,"$6,655,000.00 ",1996,ORL
Anfernee Hardaway,"$7,580,000.00 ",1997,ORL
Anfernee Hardaway,"$8,505,000.00 ",1998,ORL
Anfernee Hardaway,"$10,130,000.00 ",2000,PHO
Anfernee Hardaway,"$11,250,000.00 ",2001,PHO
Anfernee Hardaway,"$12,375,000.00 ",2002,PHO
Anfernee Hardaway,"$13,500,000.00 ",2003,PHO
Anfernee Hardaway,"$14,625,000.00 ",2004,NYK
Anfernee Hardaway,"$15,750,000.00 ",2005,NYK
Anfernee Hardaway,"$320,142.00 ",2007,MIA
Ansu Sesay,"$287,500.00 ",1998,DAL
Ansu Sesay,"$535,000.00 ",1999,DAL
Ansu Sesay,"$508,000.00 ",2000,DET
Ansu Sesay,"$612,435.00 ",2002,OKC
Ansu Sesay,"$688,679.00 ",2003,OKC
Ansu Sesay,"$745,046.00 ",2004,GSW
Antawn Jamison,"$1,940,000.00 ",1998,GSW
Antawn Jamison,"$2,503,800.00 ",1999,GSW
Antawn Jamison,"$2,678,400.00 ",2000,GSW
Antawn Jamison,"$3,388,176.00 ",2001,GSW
Antawn Jamison,"$10,067,750.00 ",2002,GSW
Antawn Jamison,"$12,584,688.00 ",2004,WAS
Antawn Jamison,"$13,843,156.00 ",2005,WAS
Antawn Jamison,"$15,101,625.00 ",2006,WAS
Antawn Jamison,"$16,360,094.00 ",2007,WAS
Antawn Jamison,"$9,923,285.00 ",2008,WAS
Antawn Jamison,"$11,641,095.00 ",2009,CLE
Antawn Jamison,"$13,358,905.00 ",2010,CLE
Antawn Jamison,"$15,076,715.00 ",2011,CLE
Antawn Jamison,"$1,352,181.00 ",2012,LAL
Antawn Jamison,"$1,399,507.00 ",2013,LAC
Ante Zizic,"$1,645,200.00 ",2017,CLE
Anthony Avent,"$500,000.00 ",1992,MIL
Anthony Avent,"$650,000.00 ",1993,ORL
Anthony Avent,"$950,000.00 ",1995,MEM
Anthony Avent,"$510,000.00 ",1999,LAC
Anthony Bennett,"$5,324,280.00 ",2013,CLE
Anthony Bennett,"$5,563,920.00 ",2014,MIN
Anthony Bennett,"$3,650,000.00 ",2015,MIN
Anthony Bennett,"$947,276.00 ",2015,TOR
Anthony Bennett,"$1,015,696.00 ",2016,NJN
Anthony Bonner,"$568,000.00 ",1991,SAC
Anthony Bonner,"$763,000.00 ",1992,SAC
Anthony Bonner,"$650,000.00 ",1993,NYK
Anthony Bonner,"$845,000.00 ",1994,NYK
Anthony Bowie,"$900,000.00 ",1992,ORL
Anthony Bowie,"$900,000.00 ",1993,ORL
Anthony Bowie,"$370,000.00 ",1995,ORL
Anthony Brown,"$700,000.00 ",2015,LAL
Anthony Brown,"$874,636.00 ",2016,LAL
Anthony Brown,"$108,043.00 ",2016,NOH
Anthony Brown,"$51,449.00 ",2016,ORL
Anthony Carter,"$1,200,000.00 ",2000,MIA
Anthony Carter,"$3,250,000.00 ",2001,MIA
Anthony Carter,"$3,656,250.00 ",2002,MIA
Anthony Carter,"$751,179.00 ",2003,SAS
Anthony Carter,"$807,546.00 ",2004,MIN
Anthony Carter,"$900,498.00 ",2005,MIN
Anthony Carter,"$1,103,225.00 ",2007,DEN
Anthony Carter,"$1,147,533.00 ",2008,DEN
Anthony Carter,"$1,306,455.00 ",2009,DEN
Anthony Carter,"$1,352,181.00 ",2010,NYK
Anthony Carter,"$1,352,181.00 ",2011,TOR
Anthony Cook,"$370,000.00 ",1990,DEN
Anthony Cook,"$480,000.00 ",1991,DEN
Anthony Cook,"$570,000.00 ",1992,DEN
Anthony Cook,"$650,000.00 ",1993,MIL
Anthony Cook,"$225,000.00 ",1995,POR
Anthony Davis,"$5,144,280.00 ",2012,NOH
Anthony Davis,"$5,375,760.00 ",2013,NOH
Anthony Davis,"$5,607,240.00 ",2014,NOH
Anthony Davis,"$7,070,730.00 ",2015,NOH
Anthony Davis,"$22,116,750.00 ",2016,NOH
Anthony Davis,"$23,775,506.00 ",2017,NOH
Anthony Frederick,"$30,000.00 ",1990,SAC
Anthony Frederick,"$130,000.00 ",1991,CHA
Anthony Goldwire,"$330,000.00 ",1997,DEN
Anthony Goldwire,"$139,925.00 ",2002,SAS
Anthony Goldwire,"$116,713.00 ",2004,MIL
Anthony Goldwire,"$74,652.00 ",2005,LAC
Anthony Johnson,"$242,000.00 ",1997,SAC
Anthony Johnson,"$1,000,000.00 ",1998,ATL
Anthony Johnson,"$1,200,000.00 ",2000,ATL
Anthony Johnson,"$699,935.00 ",2002,NJN
Anthony Johnson,"$813,679.00 ",2003,IND
Anthony Johnson,"$2,200,000.00 ",2004,IND
Anthony Johnson,"$2,420,000.00 ",2005,IND
Anthony Johnson,"$2,640,000.00 ",2006,ATL
Anthony Johnson,"$1,910,000.00 ",2008,ORL
Anthony Johnson,"$2,160,000.00 ",2009,ORL
Anthony Mason,"$210,000.00 ",1991,NYK
Anthony Mason,"$273,000.00 ",1992,NYK
Anthony Mason,"$1,100,000.00 ",1993,NYK
Anthony Mason,"$1,200,000.00 ",1994,NYK
Anthony Mason,"$3,472,000.00 ",1995,NYK
Anthony Mason,"$3,471,500.00 ",1997,CHA
Anthony Mason,"$4,165,000.00 ",1998,CHA
Anthony Mason,"$5,550,000.00 ",2000,MIA
Anthony Mason,"$4,538,000.00 ",2001,MIL
Anthony Mason,"$4,370,819.00 ",2002,MIL
Anthony Mason,"$4,348,094.00 ",2003,MIL
Anthony Mason,"$4,710,435.00 ",2004,MIL
Anthony Miller,"$150,000.00 ",1994,LAL
Anthony Miller,"$550,000.00 ",1995,LAL
Anthony Miller,"$272,250.00 ",1997,ATL
Anthony Miller,"$475,000.00 ",1998,HOU
Anthony Miller,"$30,000.00 ",1999,HOU
Anthony Miller,"$40,000.00 ",2000,ATL
Anthony Miller,"$34,118.00 ",2004,ATL
Anthony Morrow,"$736,420.00 ",2009,GSW
Anthony Morrow,"$4,000,000.00 ",2010,NJN
Anthony Morrow,"$4,000,000.00 ",2011,NJN
Anthony Morrow,"$4,000,000.00 ",2012,DAL
Anthony Morrow,"$1,027,424.00 ",2013,NOH
Anthony Morrow,"$3,200,000.00 ",2014,OKC
Anthony Morrow,"$3,344,000.00 ",2015,OKC
Anthony Morrow,"$3,488,000.00 ",2016,CHI
Anthony Parker,"$754,080.00 ",1997,PHI
Anthony Parker,"$867,120.00 ",1998,PHI
Anthony Parker,"$4,150,000.00 ",2006,TOR
Anthony Parker,"$4,350,000.00 ",2007,TOR
Anthony Parker,"$4,550,000.00 ",2008,TOR
Anthony Parker,"$2,644,230.00 ",2009,CLE
Anthony Parker,"$2,855,700.00 ",2010,CLE
Anthony Parker,"$2,250,000.00 ",2011,CLE
Anthony Peeler,"$700,000.00 ",1992,LAL
Anthony Peeler,"$910,000.00 ",1993,LAL
Anthony Peeler,"$1,120,000.00 ",1994,LAL
Anthony Peeler,"$1,330,000.00 ",1995,LAL
Anthony Peeler,"$1,540,000.00 ",1996,MEM
Anthony Peeler,"$2,012,500.00 ",1997,MEM
Anthony Peeler,"$2,254,000.00 ",1998,MIN
Anthony Peeler,"$2,495,500.00 ",1999,MIN
Anthony Peeler,"$2,740,000.00 ",2000,MIN
Anthony Peeler,"$2,978,500.00 ",2001,MIN
Anthony Peeler,"$3,350,812.00 ",2002,MIN
Anthony Peeler,"$1,070,000.00 ",2003,SAC
Anthony Peeler,"$1,600,000.00 ",2004,WAS
Anthony Pullard,"$140,000.00 ",1992,MIL
Anthony Randolph,"$1,837,560.00 ",2009,GSW
Anthony Randolph,"$1,965,720.00 ",2010,MIN
Anthony Randolph,"$2,911,231.00 ",2011,MIN
Anthony Randolph,"$1,674,641.00 ",2012,DEN
Anthony Randolph,"$1,750,000.00 ",2013,DEN
Anthony Randolph,"$1,825,359.00 ",2014,ORL
Anthony Roberson,"$398,762.00 ",2005,MEM
Anthony Roberson,"$267,111.00 ",2006,GSW
Anthony Roberson,"$797,581.00 ",2008,CHI
Anthony Tolliver,"$187,248.00 ",2008,SAS
Anthony Tolliver,"$26,007.00 ",2008,NOH
Anthony Tolliver,"$359,546.00 ",2009,GSW
Anthony Tolliver,"$51,983.00 ",2009,POR
Anthony Tolliver,"$2,200,000.00 ",2010,MIN
Anthony Tolliver,"$2,050,000.00 ",2011,MIN
Anthony Tolliver,"$915,852.00 ",2012,ATL
Anthony Tolliver,"$3,000,000.00 ",2014,DET
Anthony Tolliver,"$3,000,000.00 ",2015,DET
Anthony Tolliver,"$8,000,000.00 ",2016,SAC
Anthony Tolliver,"$3,290,000.00 ",2017,DET
Anthony Tolliver,"$2,000,000.00 ",2017,SAC
Anthony Tucker,"$150,000.00 ",1994,WAS
Anthony Tucker,"$225,000.00 ",1995,NYK
Antoine Carr,"$610,000.00 ",1990,SAC
Antoine Carr,"$1,263,000.00 ",1991,SAS
Antoine Carr,"$1,233,000.00 ",1992,SAS
Antoine Carr,"$1,353,000.00 ",1993,SAS
Antoine Carr,"$666,600.00 ",1994,UTA
Antoine Carr,"$2,525,000.00 ",1995,UTA
Antoine Carr,"$2,300,000.00 ",1996,UTA
Antoine Carr,"$1,600,000.00 ",1997,UTA
Antoine Carr,"$1,000,000.00 ",1999,MEM
Antoine Walker,"$1,620,000.00 ",1996,BOS
Antoine Walker,"$1,864,080.00 ",1997,BOS
Antoine Walker,"$2,107,000.00 ",1998,BOS
Antoine Walker,"$9,000,000.00 ",1999,BOS
Antoine Walker,"$10,130,000.00 ",2000,BOS
Antoine Walker,"$11,250,000.00 ",2001,BOS
Antoine Walker,"$12,375,000.00 ",2002,BOS
Antoine Walker,"$14,625,000.00 ",2004,ATL
Antoine Walker,"$6,880,000.00 ",2005,MIA
Antoine Walker,"$8,329,640.00 ",2007,MIN
Antoine Walker,"$8,854,475.00 ",2008,MEM
Antoine Wright,"$1,461,360.00 ",2005,NJN
Antoine Wright,"$1,570,920.00 ",2006,NJN
Antoine Wright,"$1,680,600.00 ",2007,DAL
Antoine Wright,"$1,800,000.00 ",2008,DAL
Antoine Wright,"$2,110,550.00 ",2009,TOR
Antoine Wright,"$992,680.00 ",2010,SAC
Antonio Burks,"$385,277.00 ",2004,MEM
Antonio Burks,"$641,748.00 ",2005,MEM
Antonio Daniels,"$2,149,920.00 ",1997,MEM
Antonio Daniels,"$2,794,920.00 ",1999,SAS
Antonio Daniels,"$3,000,000.00 ",2001,SAS
Antonio Daniels,"$3,375,000.00 ",2002,POR
Antonio Daniels,"$2,200,000.00 ",2003,OKC
Antonio Daniels,"$2,200,000.00 ",2004,OKC
Antonio Daniels,"$5,000,000.00 ",2005,WAS
Antonio Daniels,"$5,400,000.00 ",2006,WAS
Antonio Daniels,"$5,800,000.00 ",2007,WAS
Antonio Daniels,"$6,200,000.00 ",2008,NOH
Antonio Daniels,"$5,863,580.00 ",2009,MIN
Antonio Davis,"$565,000.00 ",1993,IND
Antonio Davis,"$800,000.00 ",1995,IND
Antonio Davis,"$5,200,000.00 ",1996,IND
Antonio Davis,"$4,200,000.00 ",1999,TOR
Antonio Davis,"$5,500,000.00 ",2000,TOR
Antonio Davis,"$11,000,000.00 ",2001,TOR
Antonio Davis,"$12,000,000.00 ",2002,TOR
Antonio Davis,"$12,925,000.00 ",2003,CHI
Antonio Davis,"$13,925,000.00 ",2005,NYK
Antonio Harvey,"$150,000.00 ",1993,LAL
Antonio Harvey,"$325,000.00 ",1994,LAL
Antonio Harvey,"$400,000.00 ",1995,MEM
Antonio Harvey,"$247,500.00 ",1996,OKC
Antonio Harvey,"$611,000.00 ",2000,POR
Antonio Harvey,"$715,850.00 ",2001,OKC
Antonio Harvey,"$60,361.00 ",2002,ATL
Antonio Lang,"$325,000.00 ",1994,PHO
Antonio Lang,"$423,000.00 ",1995,CLE
Antonio Lang,"$520,000.00 ",1996,CLE
Antonio McDyess,"$2,213,000.00 ",1995,DEN
Antonio McDyess,"$2,545,000.00 ",1996,DEN
Antonio McDyess,"$2,876,640.00 ",1997,PHO
Antonio McDyess,"$9,000,000.00 ",1998,DEN
Antonio McDyess,"$9,900,000.00 ",1999,DEN
Antonio McDyess,"$10,800,000.00 ",2000,DEN
Antonio McDyess,"$11,700,000.00 ",2001,DEN
Antonio McDyess,"$12,600,000.00 ",2002,NYK
Antonio McDyess,"$13,500,000.00 ",2003,NYK
Antonio McDyess,"$4,903,000.00 ",2004,DET
Antonio McDyess,"$5,393,300.00 ",2005,DET
Antonio McDyess,"$5,883,600.00 ",2006,DET
Antonio McDyess,"$6,373,900.00 ",2007,DET
Antonio McDyess,"$3,000,000.00 ",2008,DEN
Antonio McDyess,"$950,419.00 ",2008,DET
Antonio McDyess,"$4,500,000.00 ",2009,SAS
Antonio McDyess,"$3,000,000.00 ",2009,DEN
Antonio McDyess,"$4,860,000.00 ",2010,SAS
Antonio McDyess,"$2,640,000.00 ",2011,SAS
Antonis Fotsis,"$332,817.00 ",2001,MEM
Archie Goodwin,"$1,064,400.00 ",2013,PHO
Archie Goodwin,"$1,112,280.00 ",2014,PHO
Archie Goodwin,"$1,160,160.00 ",2015,PHO
Archie Goodwin,"$2,094,089.00 ",2016,PHO
Archie Goodwin,"$194,494.00 ",2016,NJN
Archie Goodwin,"$95,600.00 ",2016,NOH
Arinze Onuaku,"$43,226.00 ",2014,MIN
Arinze Onuaku,"$440,078.00 ",2016,ORL
Armen Gilliam,"$1,200,000.00 ",1990,PHI
Armen Gilliam,"$1,350,000.00 ",1991,PHI
Armen Gilliam,"$2,300,000.00 ",1992,PHI
Armen Gilliam,"$1,200,000.00 ",1993,NJN
Armen Gilliam,"$1,920,000.00 ",1995,NJN
Armen Gilliam,"$2,317,000.00 ",1996,MIL
Armen Gilliam,"$2,780,400.00 ",1997,MIL
Armen Gilliam,"$3,244,000.00 ",1998,MIL
Armon Johnson,"$473,604.00 ",2010,POR
Armon Johnson,"$762,195.00 ",2011,POR
Arnett Moultrie,"$1,042,320.00 ",2012,PHI
Arnett Moultrie,"$1,089,240.00 ",2013,PHI
Arnett Moultrie,"$1,136,160.00 ",2014,NYK
Aron Baynes,"$401,170.00 ",2012,SAS
Aron Baynes,"$788,872.00 ",2013,SAS
Aron Baynes,"$2,077,000.00 ",2014,SAS
Aron Baynes,"$6,500,000.00 ",2015,DET
Aron Baynes,"$6,500,000.00 ",2016,DET
Aron Baynes,"$4,328,000.00 ",2017,BOS
Arron Afflalo,"$944,520.00 ",2007,DET
Arron Afflalo,"$1,015,440.00 ",2008,DET
Arron Afflalo,"$1,086,240.00 ",2009,DEN
Arron Afflalo,"$1,959,577.00 ",2010,DEN
Arron Afflalo,"$7,562,500.00 ",2011,DEN
Arron Afflalo,"$7,750,000.00 ",2012,ORL
Arron Afflalo,"$7,312,500.00 ",2013,ORL
Arron Afflalo,"$7,750,000.00 ",2014,POR
Arron Afflalo,"$8,000,000.00 ",2015,NYK
Arron Afflalo,"$12,500,000.00 ",2016,SAC
Arron Afflalo,"$2,328,652.00 ",2017,ORL
Arron Afflalo,"$1,500,000.00 ",2017,SAC
Art Long,"$25,000.00 ",1999,SAC
Art Long,"$465,850.00 ",2001,OKC
Art Long,"$193,424.00 ",2002,DEN
Art Long,"$35,819.00 ",2002,TOR
Arvydas Macijauskas,"$2,500,000.00 ",2005,NOH
Arvydas Macijauskas,"$500,000.00 ",2006,NOH
Arvydas Macijauskas,"$500,000.00 ",2007,NOH
Arvydas Sabonis,"$2,200,000.00 ",1995,POR
Arvydas Sabonis,"$2,640,000.00 ",1996,POR
Arvydas Sabonis,"$3,080,000.00 ",1997,POR
Arvydas Sabonis,"$11,250,000.00 ",2000,POR
Arvydas Sabonis,"$6,850,000.00 ",2002,POR
Arvydas Sabonis,"$3,000,000.00 ",2004,POR
Ashraf Amaya,"$225,000.00 ",1995,MEM
Ashraf Amaya,"$247,500.00 ",1996,WAS
Austin Croshere,"$5,300,000.00 ",2000,IND
Austin Croshere,"$6,310,000.00 ",2001,IND
Austin Croshere,"$6,960,000.00 ",2002,IND
Austin Croshere,"$7,610,000.00 ",2003,IND
Austin Croshere,"$8,260,000.00 ",2004,IND
Austin Croshere,"$7,900,000.00 ",2005,IND
Austin Croshere,"$1,219,590.00 ",2007,GSW
Austin Croshere,"$527,185.00 ",2008,MIL
Austin Croshere,"$74,251.00 ",2008,SAS
Austin Daye,"$1,677,840.00 ",2009,DET
Austin Daye,"$1,929,600.00 ",2011,DET
Austin Daye,"$2,958,077.00 ",2012,MEM
Austin Daye,"$947,907.00 ",2013,TOR
Austin Daye,"$1,063,384.00 ",2014,SAS
Austin Daye,"$125,104.00 ",2014,ATL
Austin Rivers,"$2,238,360.00 ",2012,NOH
Austin Rivers,"$2,339,040.00 ",2013,NOH
Austin Rivers,"$2,439,840.00 ",2014,LAC
Austin Rivers,"$3,100,000.00 ",2015,LAC
Austin Rivers,"$11,000,000.00 ",2016,LAC
Austin Rivers,"$11,825,000.00 ",2017,LAC
Avery Bradley,"$1,418,160.00 ",2010,BOS
Avery Bradley,"$1,524,480.00 ",2011,BOS
Avery Bradley,"$2,511,432.00 ",2013,BOS
Avery Bradley,"$7,191,011.00 ",2014,BOS
Avery Bradley,"$7,730,337.00 ",2015,BOS
Avery Bradley,"$8,269,663.00 ",2016,BOS
Avery Bradley,"$8,808,989.00 ",2017,DET
Avery Johnson,"$50,000.00 ",1990,SAS
Avery Johnson,"$140,000.00 ",1992,SAS
Avery Johnson,"$300,000.00 ",1993,GSW
Avery Johnson,"$650,000.00 ",1994,SAS
Avery Johnson,"$845,000.00 ",1995,SAS
Avery Johnson,"$1,040,000.00 ",1996,SAS
Avery Johnson,"$3,000,000.00 ",1997,SAS
Avery Johnson,"$3,200,000.00 ",1999,SAS
Avery Johnson,"$4,538,000.00 ",2001,DEN
Avery Johnson,"$4,991,800.00 ",2002,DAL
Avery Johnson,"$5,445,600.00 ",2003,GSW
Avery Johnson,"$1,100,000.00 ",2004,DAL
Awvee Storey,"$84,573.00 ",2004,NJN
Awvee Storey,"$641,748.00 ",2005,WAS
Awvee Storey,"$711,517.00 ",2007,MIL
Axel Toupane,"$123,552.00 ",2015,DEN
Axel Toupane,"$25,000.00 ",2015,TOR
Axel Toupane,"$51,449.00 ",2016,MIL
Axel Toupane,"$20,580.00 ",2016,NOH
Axel Toupane,"$25,000.00 ",2017,NOH
B.J. Armstrong,"$425,000.00 ",1990,CHI
B.J. Armstrong,"$435,000.00 ",1991,CHI
B.J. Armstrong,"$540,000.00 ",1992,CHI
B.J. Armstrong,"$620,000.00 ",1993,CHI
B.J. Armstrong,"$2,400,000.00 ",1995,GSW
B.J. Armstrong,"$2,400,000.00 ",1996,GSW
B.J. Armstrong,"$2,600,000.00 ",1997,GSW
B.J. Armstrong,"$2,800,000.00 ",1998,LAL
B.J. Armstrong,"$850,000.00 ",1998,ORL
B.J. Tyler,"$715,000.00 ",1994,PHI
B.J. Tyler,"$845,000.00 ",1995,TOR
B.J. Tyler,"$1,040,000.00 ",1996,TOR
B.J. Tyler,"$1,200,000.00 ",1997,TOR
B.J. Tyler,"$1,614,000.00 ",1999,TOR
Bam Adebayo,"$2,490,360.00 ",2017,MIA
Baron Davis,"$2,916,000.00 ",2000,CHA
Baron Davis,"$3,119,400.00 ",2001,CHA
Baron Davis,"$3,942,922.00 ",2002,NOH
Baron Davis,"$10,960,000.00 ",2003,NOH
Baron Davis,"$12,330,000.00 ",2004,NOH
Baron Davis,"$13,700,000.00 ",2005,GSW
Baron Davis,"$15,070,000.00 ",2006,GSW
Baron Davis,"$16,440,000.00 ",2007,GSW
Baron Davis,"$11,250,000.00 ",2008,LAC
Baron Davis,"$12,150,000.00 ",2009,LAC
Baron Davis,"$13,000,000.00 ",2010,CLE
Baron Davis,"$13,900,000.00 ",2011,CLE
Baron Davis,"$1,352,181.00 ",2011,NYK
Baron Davis,"$14,850,000.00 ",2012,CLE
Bart Kofoed,"$130,000.00 ",1991,OKC
Bart Kofoed,"$140,000.00 ",1992,BOS
Beau Beech,"$45,000.00 ",2016,NJN
Ben Bentil,"$250,000.00 ",2016,BOS
Ben Bentil,"$50,000.00 ",2016,IND
Ben Bentil,"$31,969.00 ",2016,DAL
Ben Davis,"$220,000.00 ",1996,PHO
Ben Davis,"$425,000.00 ",1998,NYK
Ben Davis,"$176,369.00 ",2003,HOU
Ben Gordon,"$3,610,200.00 ",2005,CHI
Ben Gordon,"$3,862,080.00 ",2006,CHI
Ben Gordon,"$4,881,669.00 ",2007,CHI
Ben Gordon,"$6,404,750.00 ",2008,CHI
Ben Gordon,"$10,000,000.00 ",2009,DET
Ben Gordon,"$11,600,000.00 ",2011,DET
Ben Gordon,"$4,500,000.00 ",2014,ORL
Ben Handlogten,"$366,931.00 ",2003,UTA
Ben Handlogten,"$35,091.00 ",2005,NJN
Ben Hansbrough,"$473,604.00 ",2012,IND
Ben McLemore,"$2,895,960.00 ",2013,SAC
Ben McLemore,"$3,026,280.00 ",2014,SAC
Ben McLemore,"$3,156,600.00 ",2015,SAC
Ben McLemore,"$4,008,882.00 ",2016,SAC
Ben McLemore,"$5,200,000.00 ",2017,MEM
Ben Simmons,"$5,903,160.00 ",2016,PHI
Ben Simmons,"$6,168,840.00 ",2017,PHI
Ben Uzoh,"$473,604.00 ",2010,NJN
Ben Uzoh,"$61,433.00 ",2011,CLE
Ben Wallace,"$247,500.00 ",1996,WAS
Ben Wallace,"$326,700.00 ",1997,WAS
Ben Wallace,"$800,000.00 ",1998,WAS
Ben Wallace,"$4,000,000.00 ",2000,DET
Ben Wallace,"$4,700,000.00 ",2001,DET
Ben Wallace,"$5,200,000.00 ",2002,DET
Ben Wallace,"$5,500,000.00 ",2003,DET
Ben Wallace,"$7,000,000.00 ",2004,DET
Ben Wallace,"$7,500,000.00 ",2005,DET
Ben Wallace,"$16,000,000.00 ",2006,CHI
Ben Wallace,"$15,500,000.00 ",2007,CLE
Ben Wallace,"$14,500,000.00 ",2008,CLE
Ben Wallace,"$1,306,445.00 ",2009,DET
Ben Wallace,"$2,246,400.00 ",2011,DET
Beno Udrih,"$967,920.00 ",2006,SAS
Beno Udrih,"$1,747,096.00 ",2007,MIN
Beno Udrih,"$5,585,000.00 ",2008,SAC
Beno Udrih,"$6,031,800.00 ",2009,SAC
Beno Udrih,"$6,478,600.00 ",2010,SAC
Beno Udrih,"$6,925,400.00 ",2011,MIL
Beno Udrih,"$7,372,000.00 ",2012,ORL
Beno Udrih,"$1,272,279.00 ",2013,NYK
Beno Udrih,"$2,077,000.00 ",2014,MEM
Beno Udrih,"$2,170,465.00 ",2015,MIA
Beno Udrih,"$1,551,659.00 ",2016,DET
Beno Udrih,"$25,000.00 ",2017,DET
Benoit Benjamin,"$1,750,000.00 ",1990,OKC
Benoit Benjamin,"$2,875,000.00 ",1991,OKC
Benoit Benjamin,"$3,175,000.00 ",1992,OKC
Benoit Benjamin,"$3,575,000.00 ",1993,NJN
Benoit Benjamin,"$3,975,000.00 ",1995,MIL
Benoit Benjamin,"$123,529.00 ",1999,CLE
Bernard James,"$473,604.00 ",2012,DAL
Bernard James,"$788,872.00 ",2013,DAL
Bernard James,"$915,243.00 ",2014,DAL
Bernard James,"$236,866.00 ",2014,DAL
Bernard King,"$1,600,000.00 ",1990,WAS
Bernard King,"$2,525,000.00 ",1991,WAS
Bernard King,"$2,500,000.00 ",1992,WAS
Bernard Robinson,"$1,000,000.00 ",2006,NJN
Bernard Robinson,"$1,080,000.00 ",2007,NOH
Bill Cartwright,"$1,100,000.00 ",1990,CHI
Bill Cartwright,"$2,000,000.00 ",1991,CHI
Bill Cartwright,"$2,200,000.00 ",1992,CHI
Bill Cartwright,"$2,400,000.00 ",1993,CHI
Bill Cartwright,"$1,502,000.00 ",1994,OKC
Bill Curley,"$702,000.00 ",1994,DET
Bill Curley,"$913,000.00 ",1995,POR
Bill Curley,"$1,333,800.00 ",1997,MIN
Bill Curley,"$1,544,000.00 ",1998,MIN
Bill Curley,"$117,867.00 ",1999,GSW
Bill Curley,"$611,000.00 ",2000,GSW
Bill Curley,"$423,500.00 ",2000,DAL
Bill Hanzlik,"$510,000.00 ",1990,DEN
Bill Hanzlik,"$508,000.00 ",1991,DEN
Bill Laimbeer,"$1,510,000.00 ",1990,DET
Bill Laimbeer,"$1,319,000.00 ",1992,DET
Bill Laimbeer,"$1,300,000.00 ",1993,DET
Bill Walker,"$542,114.00 ",2008,BOS
Bill Walker,"$736,420.00 ",2009,NYK
Bill Walker,"$854,389.00 ",2010,NYK
Bill Wennington,"$700,000.00 ",1990,SAC
Bill Wennington,"$150,000.00 ",1993,CHI
Bill Wennington,"$1,000,000.00 ",1995,CHI
Bill Wennington,"$1,000,000.00 ",1996,CHI
Bill Wennington,"$1,800,000.00 ",1997,CHI
Bill Wennington,"$1,000,000.00 ",1998,CHI
Bill Wennington,"$510,000.00 ",1999,SAC
Billy Owens,"$1,509,000.00 ",1991,GSW
Billy Owens,"$1,962,000.00 ",1992,GSW
Billy Owens,"$2,414,000.00 ",1993,GSW
Billy Owens,"$2,867,000.00 ",1994,MIA
Billy Owens,"$3,320,000.00 ",1995,MIA
Billy Owens,"$3,773,000.00 ",1996,SAC
Billy Owens,"$4,225,200.00 ",1997,SAC
Billy Owens,"$1,750,000.00 ",1998,OKC
